,trip_distance_id,trip_distance
600,600,4.72
601,601,14.87
602,602,4.27
603,603,12.3
604,604,11.46
605,605,8.77
606,606,3.61
607,607,5.08
608,608,6.23
609,609,11.75
610,610,4.74
611,611,3.24
612,612,3.36
613,613,11.96
614,614,3.96
615,615,4.39
616,616,4.46
617,617,11.79
618,618,5.23
619,619,9.93
620,620,4.59
621,621,8.66
622,622,5.27
623,623,8.57
624,624,9.24
625,625,11.54
626,626,2.32
627,627,2.27
628,628,5.55
629,629,7.47
630,630,5.3
631,631,6.82
632,632,6.06
633,633,3.63
634,634,10.06
635,635,12.69
636,636,3.78
637,637,8.89
638,638,5.0
639,639,9.67
640,640,7.73
641,641,7.21
642,642,4.48
643,643,8.65
644,644,5.05
645,645,4.32
646,646,3.26
647,647,3.86
648,648,7.67
649,649,7.49
650,650,4.04
651,651,2.63
652,652,14.98
653,653,0.29
654,654,5.26
655,655,18.11
656,656,3.88
657,657,5.62
658,658,6.69
659,659,3.27
660,660,5.03
661,661,5.37
662,662,4.61
663,663,9.16
664,664,4.07
665,665,14.1
666,666,17.04
667,667,13.79
668,668,15.81
669,669,13.01
670,670,9.48
671,671,26.27
672,672,5.43
673,673,3.56
674,674,8.04
675,675,4.47
676,676,6.29
677,677,9.06
678,678,21.04
679,679,9.05
680,680,0.38
681,681,1.45
682,682,7.87
683,683,18.31
684,684,3.19
685,685,8.6
686,686,9.08
687,687,8.23
688,688,9.26
689,689,5.18
690,690,6.16
691,691,16.94
692,692,9.4
693,693,16.62
694,694,3.0
695,695,4.22
696,696,11.4
697,697,6.95
698,698,7.24
699,699,0.32
700,700,18.54
701,701,9.98
702,702,10.6
703,703,19.28
704,704,19.43
705,705,3.64
706,706,5.34
707,707,17.34
708,708,4.41
709,709,12.1
710,710,11.93
711,711,0.16
712,712,4.49
713,713,6.88
714,714,10.94
715,715,18.41
716,716,5.76
717,717,6.34
718,718,5.45
719,719,11.31
720,720,6.26
721,721,8.55
722,722,18.44
723,723,16.85
724,724,18.29
725,725,8.05
726,726,6.7
727,727,9.37
728,728,13.5
729,729,3.74
730,730,6.85
731,731,3.41
732,732,4.67
733,733,17.1
734,734,8.98
735,735,6.48
736,736,18.36
737,737,7.08
738,738,16.49
739,739,20.54
740,740,9.82
741,741,18.22
742,742,8.11
743,743,5.7
744,744,7.89
745,745,5.07
746,746,11.16
747,747,10.37
748,748,0.4
749,749,3.73
750,750,8.85
751,751,4.15
752,752,18.97
753,753,6.12
754,754,6.08
755,755,1.94
756,756,6.99
757,757,8.87
758,758,20.67
759,759,10.27
760,760,12.9
761,761,19.69
762,762,4.78
763,763,7.74
764,764,3.59
765,765,8.58
766,766,4.5
767,767,3.39
768,768,9.73
769,769,6.57
770,770,3.51
771,771,18.06
772,772,29.32
773,773,5.95
774,774,7.64
775,775,6.32
776,776,12.44
777,777,6.98
778,778,16.77
779,779,3.92
780,780,19.64
781,781,12.74
782,782,17.39
783,783,3.46
784,784,16.7
785,785,11.98
786,786,5.49
787,787,6.51
788,788,8.86
789,789,4.01
790,790,5.58
791,791,3.33
792,792,6.55
793,793,18.17
794,794,12.91
795,795,17.58
796,796,6.25
797,797,8.14
798,798,0.26
799,799,10.64
800,800,3.89
801,801,9.54
802,802,17.07
803,803,6.62
804,804,3.48
805,805,7.12
806,806,11.82
807,807,7.25
808,808,11.18
809,809,23.86
810,810,6.13
811,811,20.58
812,812,25.82
813,813,25.21
814,814,8.63
815,815,17.42
816,816,22.15
817,817,0.34
818,818,13.64
819,819,4.12
820,820,4.55
821,821,21.01
822,822,10.48
823,823,6.4
824,824,10.8
825,825,11.03
826,826,4.45
827,827,5.01
828,828,4.95
829,829,4.11
830,830,11.72
831,831,17.85
832,832,3.69
833,833,17.32
834,834,11.01
835,835,5.04
836,836,5.09
837,837,21.83
838,838,4.16
839,839,10.02
840,840,4.99
841,841,5.64
842,842,11.66
843,843,17.66
844,844,6.01
845,845,0.17
846,846,7.83
847,847,5.15
848,848,5.8
849,849,9.02
850,850,14.24
851,851,5.47
852,852,19.39
853,853,19.54
854,854,4.36
855,855,13.97
856,856,7.56
857,857,12.34
858,858,5.91
859,859,7.65
860,860,4.73
861,861,10.47
862,862,5.19
863,863,6.27
864,864,9.17
865,865,6.07
866,866,17.78
867,867,8.72
868,868,17.06
869,869,4.34
870,870,4.62
871,871,8.28
872,872,7.43
873,873,6.67
874,874,10.41
875,875,8.02
876,876,4.38
877,877,0.27
878,878,13.73
879,879,4.06
880,880,0.33
881,881,9.01
882,882,11.2
883,883,15.5
884,884,19.36
885,885,9.34
886,886,14.25
887,887,7.14
888,888,7.98
889,889,0.07
890,890,8.0
891,891,3.75
892,892,5.6
893,893,9.81
894,894,11.7
895,895,15.57
896,896,8.42
897,897,5.25
898,898,12.64
899,899,13.87
900,900,16.45
901,901,10.85
902,902,6.1
903,903,6.73
904,904,13.42
905,905,6.45
906,906,0.05
907,907,11.23
908,908,17.8
909,909,11.73
910,910,20.38
911,911,11.07
912,912,14.65
913,913,8.45
914,914,4.52
915,915,19.99
916,916,10.97
917,917,6.84
918,918,8.53
919,919,5.9
920,920,7.22
921,921,18.18
922,922,12.37
923,923,29.22
924,924,9.84
925,925,7.35
926,926,5.38
927,927,5.74
928,928,11.24
929,929,19.6
930,930,13.35
931,931,10.18
932,932,8.51
933,933,9.19
934,934,16.39
935,935,16.78
936,936,7.62
937,937,19.24
938,938,4.53
939,939,16.21
940,940,5.22
941,941,16.98
942,942,11.58
943,943,4.96
944,944,0.08
945,945,9.74
946,946,16.9
947,947,12.11
948,948,17.99
949,949,6.0
950,950,21.24
951,951,19.59
952,952,8.82
953,953,7.03
954,954,19.88
955,955,7.16
956,956,14.32
957,957,10.69
958,958,8.96
959,959,18.15
960,960,8.26
961,961,8.09
962,962,5.86
963,963,10.79
964,964,18.32
965,965,8.29
966,966,20.35
967,967,10.38
968,968,3.43
969,969,6.44
970,970,7.15
971,971,9.53
972,972,6.21
973,973,7.32
974,974,6.49
975,975,19.44
976,976,8.01
977,977,8.15
978,978,10.46
979,979,18.74
980,980,17.4
981,981,17.14
982,982,4.08
983,983,29.3
984,984,8.9
985,985,12.09
986,986,6.96
987,987,3.76
988,988,18.49
989,989,19.65
990,990,19.27
991,991,4.54
992,992,4.98
993,993,14.33
994,994,4.82
995,995,7.3
996,996,10.3
997,997,9.42
998,998,21.4
999,999,4.25
1000,1000,17.62
1001,1001,7.07
1002,1002,10.49
1003,1003,5.67
1004,1004,10.95
1005,1005,12.45
1006,1006,5.84
1007,1007,8.16
1008,1008,7.17
1009,1009,4.3
1010,1010,10.91
1011,1011,18.19
1012,1012,13.93
1013,1013,17.73
1014,1014,11.3
1015,1015,9.94
1016,1016,9.21
1017,1017,7.44
1018,1018,12.36
1019,1019,17.44
1020,1020,7.77
1021,1021,6.66
1022,1022,10.16
1023,1023,12.42
1024,1024,16.86
1025,1025,44.49
1026,1026,15.46
1027,1027,5.11
1028,1028,6.78
1029,1029,20.53
1030,1030,10.13
1031,1031,8.79
1032,1032,19.97
1033,1033,6.02
1034,1034,19.49
1035,1035,21.46
1036,1036,7.31
1037,1037,9.29
1038,1038,12.62
1039,1039,3.72
1040,1040,9.0
1041,1041,0.23
1042,1042,22.78
1043,1043,8.36
1044,1044,10.35
1045,1045,5.41
1046,1046,5.81
1047,1047,9.36
1048,1048,12.88
1049,1049,11.08
1050,1050,9.13
1051,1051,5.69
1052,1052,7.57
1053,1053,11.28
1054,1054,6.18
1055,1055,4.89
1056,1056,5.65
1057,1057,5.63
1058,1058,19.32
1059,1059,9.87
1060,1060,0.03
1061,1061,21.2
1062,1062,8.64
1063,1063,14.69
1064,1064,10.81
1065,1065,17.55
1066,1066,6.68
1067,1067,6.09
1068,1068,9.86
1069,1069,6.65
1070,1070,12.87
1071,1071,5.21
1072,1072,9.6
1073,1073,8.22
1074,1074,12.04
1075,1075,17.45
1076,1076,20.78
1077,1077,21.03
1078,1078,8.03
1079,1079,8.3
1080,1080,3.83
1081,1081,6.15
1082,1082,9.52
1083,1083,10.99
1084,1084,10.54
1085,1085,10.32
1086,1086,9.8
1087,1087,6.46
1088,1088,15.48
1089,1089,7.27
1090,1090,10.71
1091,1091,12.48
1092,1092,8.12
1093,1093,13.13
1094,1094,17.61
1095,1095,4.71
1096,1096,10.83
1097,1097,19.85
1098,1098,18.71
1099,1099,21.28
1100,1100,14.64
1101,1101,0.28
1102,1102,12.71
1103,1103,18.14
1104,1104,0.22
1105,1105,19.86
1106,1106,11.0
1107,1107,17.46
1108,1108,16.2
1109,1109,17.09
1110,1110,7.52
1111,1111,7.76
1112,1112,8.56
1113,1113,6.54
1114,1114,7.61
1115,1115,4.35
1116,1116,14.18
1117,1117,6.22
1118,1118,9.3
1119,1119,6.52
1120,1120,9.39
1121,1121,6.19
1122,1122,14.56
1123,1123,28.2
1124,1124,9.31
1125,1125,18.89
1126,1126,20.5
1127,1127,12.06
1128,1128,9.41
1129,1129,4.57
1130,1130,7.13
1131,1131,16.41
1132,1132,20.84
1133,1133,9.64
1134,1134,7.86
1135,1135,18.45
1136,1136,8.25
1137,1137,7.96
1138,1138,19.11
1139,1139,18.57
1140,1140,9.85
1141,1141,18.69
1142,1142,21.63
1143,1143,12.84
1144,1144,7.39
1145,1145,9.18
1146,1146,0.1
1147,1147,12.79
1148,1148,13.55
1149,1149,8.62
1150,1150,10.19
1151,1151,0.11
1152,1152,22.65
1153,1153,7.93
1154,1154,7.94
1155,1155,4.93
1156,1156,8.92
1157,1157,17.71
1158,1158,18.84
1159,1159,12.98
1160,1160,43.65
1161,1161,15.03
1162,1162,8.31
1163,1163,9.45
1164,1164,17.69
1165,1165,8.06
1166,1166,8.69
1167,1167,16.91
1168,1168,4.42
1169,1169,11.34
1170,1170,14.57
1171,1171,5.82
1172,1172,14.72
1173,1173,8.21
1174,1174,10.45
1175,1175,0.19
1176,1176,9.35
1177,1177,17.15
1178,1178,20.32
1179,1179,7.78
1180,1180,8.34
1181,1181,11.29
1182,1182,16.23
1183,1183,12.85
1184,1184,8.59
1185,1185,9.11
1186,1186,13.71
1187,1187,10.62
1188,1188,19.45
1189,1189,6.42
1190,1190,18.75
1191,1191,14.12
1192,1192,16.76
1193,1193,8.68
1194,1194,9.83
1195,1195,6.86
1196,1196,9.23
1197,1197,10.57
1198,1198,7.69
1199,1199,10.96
1200,1200,16.54
1201,1201,6.64
1202,1202,13.72
1203,1203,4.13
1204,1204,18.5
1205,1205,10.4
1206,1206,45.68
1207,1207,16.88
1208,1208,17.53
1209,1209,13.62
1210,1210,16.16
1211,1211,6.6
1212,1212,12.86
1213,1213,9.04
1214,1214,13.23
1215,1215,0.06
1216,1216,0.13
1217,1217,10.9
1218,1218,9.51
1219,1219,10.09
1220,1220,19.31
1221,1221,7.9
1222,1222,7.46
1223,1223,9.44
1224,1224,5.71
1225,1225,6.41
1226,1226,16.74
1227,1227,11.04
1228,1228,17.81
1229,1229,10.56
1230,1230,12.53
1231,1231,12.14
1232,1232,10.36
1233,1233,11.36
1234,1234,11.57
1235,1235,13.29
1236,1236,17.0
1237,1237,10.89
1238,1238,15.08
1239,1239,11.33
1240,1240,8.18
1241,1241,5.93
1242,1242,7.8
1243,1243,17.52
1244,1244,10.86
1245,1245,8.38
1246,1246,13.54
1247,1247,8.37
1248,1248,0.15
1249,1249,7.68
1250,1250,7.97
1251,1251,20.1
1252,1252,5.12
1253,1253,7.51
1254,1254,6.56
1255,1255,17.26
1256,1256,9.69
1257,1257,20.02
1258,1258,21.76
1259,1259,17.37
1260,1260,8.08
1261,1261,11.55
1262,1262,10.84
1263,1263,19.4
1264,1264,18.39
1265,1265,19.04
1266,1266,12.0
1267,1267,5.33
1268,1268,20.99
1269,1269,20.68
1270,1270,21.16
1271,1271,10.77
1272,1272,7.71
1273,1273,8.99
1274,1274,22.35
1275,1275,16.5
1276,1276,12.16
1277,1277,12.28
1278,1278,7.04
1279,1279,6.33
1280,1280,13.57
1281,1281,6.61
1282,1282,0.21
1283,1283,12.13
1284,1284,6.77
1285,1285,18.08
1286,1286,15.19
1287,1287,10.98
1288,1288,12.99
1289,1289,8.41
1290,1290,40.27
1291,1291,4.86
1292,1292,17.35
1293,1293,13.03
1294,1294,9.76
1295,1295,7.66
1296,1296,11.48
1297,1297,13.39
1298,1298,15.98
1299,1299,11.6
1300,1300,8.48
1301,1301,18.52
1302,1302,17.91
1303,1303,14.44
1304,1304,16.47
1305,1305,20.56
1306,1306,14.27
1307,1307,9.32
1308,1308,11.35
1309,1309,8.33
1310,1310,7.29
1311,1311,6.92
1312,1312,9.27
1313,1313,12.8
1314,1314,19.08
1315,1315,7.48
1316,1316,7.58
1317,1317,11.69
1318,1318,11.52
1319,1319,6.91
1320,1320,10.04
1321,1321,17.63
1322,1322,7.05
1323,1323,7.33
1324,1324,21.72
1325,1325,22.23
1326,1326,17.31
1327,1327,17.19
1328,1328,25.62
1329,1329,5.75
1330,1330,10.31
1331,1331,4.18
1332,1332,11.45
1333,1333,14.0
1334,1334,12.15
1335,1335,17.94
1336,1336,16.83
1337,1337,7.1
1338,1338,15.17
1339,1339,8.13
1340,1340,12.67
1341,1341,13.17
1342,1342,5.42
1343,1343,14.66
1344,1344,7.54
1345,1345,9.56
1346,1346,11.42
1347,1347,9.78
1348,1348,16.55
1349,1349,8.8
1350,1350,20.21
1351,1351,19.92
1352,1352,7.99
1353,1353,7.0
1354,1354,6.87
1355,1355,9.57
1356,1356,8.61
1357,1357,20.96
1358,1358,15.3
1359,1359,6.93
1360,1360,17.59
1361,1361,11.9
1362,1362,12.17
1363,1363,18.91
1364,1364,19.23
1365,1365,13.74
1366,1366,10.51
1367,1367,15.14
1368,1368,8.07
1369,1369,10.23
1370,1370,5.28
1371,1371,13.44
1372,1372,8.47
1373,1373,6.11
1374,1374,12.41
1375,1375,18.1
1376,1376,8.67
1377,1377,10.68
1378,1378,5.87
1379,1379,10.22
1380,1380,6.83
1381,1381,16.51
1382,1382,21.8
1383,1383,15.62
1384,1384,8.43
1385,1385,35.94
1386,1386,11.1
1387,1387,5.94
1388,1388,15.75
1389,1389,12.29
1390,1390,16.79
1391,1391,12.58
1392,1392,21.33
1393,1393,17.16
1394,1394,9.25
1395,1395,11.17
1396,1396,5.53
1397,1397,7.02
1398,1398,11.92
1399,1399,19.91
1400,1400,11.76
1401,1401,7.19
1402,1402,14.93
1403,1403,11.85
1404,1404,10.87
1405,1405,12.35
1406,1406,9.92
1407,1407,17.24
1408,1408,15.59
1409,1409,9.33
1410,1410,20.26
1411,1411,12.22
1412,1412,16.15
1413,1413,12.4
1414,1414,9.95
1415,1415,19.26
1416,1416,7.84
1417,1417,14.84
1418,1418,12.57
1419,1419,19.22
1420,1420,7.34
1421,1421,13.51
1422,1422,12.7
1423,1423,7.2
1424,1424,14.26
1425,1425,5.44
1426,1426,9.65
1427,1427,27.67
1428,1428,8.76
1429,1429,15.9
1430,1430,11.49
1431,1431,13.34
1432,1432,9.88
1433,1433,6.28
1434,1434,18.16
1435,1435,17.86
1436,1436,19.46
1437,1437,15.69
1438,1438,18.78
1439,1439,10.1
1440,1440,16.46
1441,1441,8.32
1442,1442,16.84
1443,1443,11.44
1444,1444,14.47
1445,1445,11.95
1446,1446,20.28
1447,1447,12.21
1448,1448,20.48
1449,1449,11.97
1450,1450,8.83
1451,1451,13.88
1452,1452,18.01
1453,1453,13.59
1454,1454,17.98
1455,1455,9.68
1456,1456,16.29
1457,1457,11.26
1458,1458,11.32
1459,1459,14.07
1460,1460,14.09
1461,1461,15.11
1462,1462,17.23
1463,1463,16.63
1464,1464,13.2
1465,1465,20.45
1466,1466,11.56
1467,1467,8.52
1468,1468,21.14
1469,1469,10.33
1470,1470,22.17
1471,1471,13.6
1472,1472,16.95
1473,1473,16.03
1474,1474,16.35
1475,1475,17.74
1476,1476,10.76
1477,1477,11.71
1478,1478,13.83
1479,1479,10.21
1480,1480,20.29
1481,1481,7.79
1482,1482,14.04
1483,1483,17.76
1484,1484,22.58
1485,1485,16.32
1486,1486,5.85
1487,1487,13.33
1488,1488,15.38
1489,1489,8.39
1490,1490,18.4
1491,1491,0.09
1492,1492,9.71
1493,1493,11.05
1494,1494,8.5
1495,1495,9.96
1496,1496,19.06
1497,1497,7.38
1498,1498,10.58
1499,1499,7.23
1500,1500,7.88
1501,1501,16.4
1502,1502,13.26
1503,1503,19.67
1504,1504,11.41
1505,1505,6.63
1506,1506,7.59
1507,1507,11.84
1508,1508,16.08
1509,1509,10.7
1510,1510,6.47
1511,1511,18.46
1512,1512,14.41
1513,1513,7.28
1514,1514,20.23
1515,1515,11.51
1516,1516,15.06
1517,1517,17.05
1518,1518,13.46
1519,1519,21.56
1520,1520,13.56
1521,1521,17.79
1522,1522,8.93
1523,1523,12.65
1524,1524,18.13
1525,1525,9.63
1526,1526,26.05
1527,1527,14.62
1528,1528,17.3
1529,1529,19.03
1530,1530,15.27
1531,1531,8.4
1532,1532,21.59
1533,1533,16.72
1534,1534,6.74
1535,1535,9.61
1536,1536,16.66
1537,1537,21.25
1538,1538,14.11
1539,1539,0.12
1540,1540,8.24
1541,1541,12.31
1542,1542,7.85
1543,1543,10.82
1544,1544,17.29
1545,1545,25.32
1546,1546,9.99
1547,1547,21.37
1548,1548,13.66
1549,1549,11.39
1550,1550,10.39
1551,1551,16.97
1552,1552,11.77
1553,1553,17.93
1554,1554,11.62
1555,1555,15.31
1556,1556,11.14
1557,1557,9.28
1558,1558,13.12
1559,1559,7.6
1560,1560,14.51
1561,1561,15.34
1562,1562,15.54
1563,1563,9.75
1564,1564,14.36
1565,1565,18.25
1566,1566,15.07
1567,1567,48.18
1568,1568,8.27
1569,1569,16.92
1570,1570,7.95
1571,1571,11.47
1572,1572,10.66
1573,1573,11.88
1574,1574,20.7
1575,1575,12.43
1576,1576,12.77
1577,1577,12.03
1578,1578,20.49
1579,1579,18.35
1580,1580,16.05
1581,1581,17.51
1582,1582,18.26
1583,1583,6.59
1584,1584,13.47
1585,1585,11.91
1586,1586,5.48
1587,1587,0.14
1588,1588,15.99
1589,1589,13.94
1590,1590,13.02
1591,1591,19.63
1592,1592,14.58
1593,1593,14.28
1594,1594,10.44
1595,1595,13.32
1596,1596,15.2
